productId,url,date,price,area,pricePerM2,type,provinceId,districtId,wardId,districtName
39779840,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-doi-can-phuong-vinh-phuc/-cuc-hiem-ban-500m2-khu-vuc-phan-lo-btl-phao-binh-pho-quan-ba-dinh-gia-cuc-tot-pr39790682,2024-05-10,92000.0,500.0,184.0,dat-dat-nen,HN,2,59,ba-dinh
39628638,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-buoi-phuong-vinh-phuc/ban-nha-mat-60-m2-gia-12-ty-pr37115374,2024-05-10,15500.0,68.0,227.94,dat-dat-nen,HN,2,63,ba-dinh
39806906,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-dao-tan-phuong-cong-vi/manh-sieu-dep-xay-toa-ch-120m2-mt7m-mat-ngo-thong-kd-lo-goc-2-mat-ngo-gia-17-7-ty-bd-pr39779840,2024-05-10,17700.0,120.0,147.5,dat-dat-nen,HN,2,69,ba-dinh
39806803,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-pho-kim-ma-phuong-kim-ma/69m2-trung-tam-ba-dinh-lo-goc-2-thoang-oto-tranh-xay-toa-nha-dep-dan-tri-cao-gia-16-5-ty-pr39628638,2024-05-10,16500.0,69.0,239.13,dat-dat-nen,HN,2,61,ba-dinh
39806725,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-phan-dinh-phung-phuong-quan-thanh/ban-47m2-lo-goc-mt-10m-sat-pho-xay-kdoanh-o-sdcc-chi-12-ty-pr39806906,2024-05-10,12000.0,47.0,255.32,dat-dat-nen,HN,2,64,ba-dinh
39804573,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-doi-can-phuong-doi-can/-pho-ba-dinh-o-to-do-vong-quanh-dt-rong-70m-mat-tien-be-the-5-2m-dau-tu-dinh-pr39806803,2024-05-10,13300.0,70.0,190.0,dat-dat-nen,HN,2,59,ba-dinh
39209943,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-doi-can-phuong-lieu-giai/-lo-goc-ba-dinh-xay-toa-nha-mat-tien-30m-o-to-do-chuc-xe-240m2-55-ty-pr39806725,2024-05-10,55000.0,240.0,229.17,dat-dat-nen,HN,2,59,ba-dinh
39767922,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p1/ban-dat-duong-phan-ke-binh-phuong-cong-vi/ban-quan-ba-dinh-dt-118-4m-mt-7-m-lo-goc-gia-17-5-ty-pr39804573,2024-05-10,17500.0,118.4,147.8,dat-dat-nen,HN,2,72,ba-dinh
39355761,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-giang-van-minh-phuong-kim-ma/mp-ba-dinh-268m-mt-10m-73-ty-so-vuong-nguon-kin-pr39355761,2024-05-10,73000.0,268.0,272.39,dat-dat-nen,HN,2,63,ba-dinh
39734932,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-hoang-hoa-tham-phuong-vinh-phuc/ngo-thong-3-gac-phong-veo-veo-dau-tu-xay-toa-dich-vu-dinh-cao-thong-ra-ngo-2-cuc-gan-pr39734932,2024-05-10,5800.0,60.0,96.67,dat-dat-nen,HN,2,72,ba-dinh
39495246,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-doi-can-phuong-doi-can/ban-manh-ngo-279-ba-dinh-139m-mat-tien-7m-o-to-tranh-gia-cuc-re-sau-qh-ra-mat-pho-pr39495246,2024-05-10,27900.0,139.0,200.72,dat-dat-nen,HN,2,61,ba-dinh
